COLLOCATES	WORDS	SPAN	CORPUS	SENTENCE_NUM	MATCHED_SENTENCE
bahagia	senang	'2	corp_iWeb2012_1M	stn._804836	aku mempercayai perjanjian ini secara sungguh menjadi pasangan setiamu dalam sakit ataupun sehat susah ataupun <node>senang</node> dalam <colloc span=2>bahagia</colloc> ataupaun penderitaan
ataupaun	senang	'3	corp_iWeb2012_1M	stn._804836	aku mempercayai perjanjian ini secara sungguh menjadi pasangan setiamu dalam sakit ataupun sehat susah ataupun <node>senang</node> dalam bahagia <colloc span=3>ataupaun</colloc> penderitaan
penderitaan	senang	'4	corp_iWeb2012_1M	stn._804836	aku mempercayai perjanjian ini secara sungguh menjadi pasangan setiamu dalam sakit ataupun sehat susah ataupun <node>senang</node> dalam bahagia ataupaun <colloc span=4>penderitaan</colloc>
31	senang	'-4	corp_iWeb2012_1M	stn._806991	yahwe dan israel pemenuhan melampaui kegagalan yesaya 54 yehezkiel 24 yeremia <colloc span=-4>31</colloc> dalam susah atau <node>senang</node> pelajaran 13 pendahuluan ini merupakan bagian terakhir dari seri pelajaran mengenai perkawinan-perkawinan yang dicatat dalam perjanjian lama
dalam	senang	'-3	corp_iWeb2012_1M	stn._806991	yahwe dan israel pemenuhan melampaui kegagalan yesaya 54 yehezkiel 24 yeremia 31 <colloc span=-3>dalam</colloc> susah atau <node>senang</node> pelajaran 13 pendahuluan ini merupakan bagian terakhir dari seri pelajaran mengenai perkawinan-perkawinan yang dicatat dalam perjanjian lama
susah	senang	'-2	corp_iWeb2012_1M	stn._806991	yahwe dan israel pemenuhan melampaui kegagalan yesaya 54 yehezkiel 24 yeremia 31 dalam <colloc span=-2>susah</colloc> atau <node>senang</node> pelajaran 13 pendahuluan ini merupakan bagian terakhir dari seri pelajaran mengenai perkawinan-perkawinan yang dicatat dalam perjanjian lama
atau	senang	'-1	corp_iWeb2012_1M	stn._806991	yahwe dan israel pemenuhan melampaui kegagalan yesaya 54 yehezkiel 24 yeremia 31 dalam susah <colloc span=-1>atau</colloc> <node>senang</node> pelajaran 13 pendahuluan ini merupakan bagian terakhir dari seri pelajaran mengenai perkawinan-perkawinan yang dicatat dalam perjanjian lama
pelajaran	senang	'1	corp_iWeb2012_1M	stn._806991	yahwe dan israel pemenuhan melampaui kegagalan yesaya 54 yehezkiel 24 yeremia 31 dalam susah atau <node>senang</node> <colloc span=1>pelajaran</colloc> 13 pendahuluan ini merupakan bagian terakhir dari seri pelajaran mengenai perkawinan-perkawinan yang dicatat dalam perjanjian lama
13	senang	'2	corp_iWeb2012_1M	stn._806991	yahwe dan israel pemenuhan melampaui kegagalan yesaya 54 yehezkiel 24 yeremia 31 dalam susah atau <node>senang</node> pelajaran <colloc span=2>13</colloc> pendahuluan ini merupakan bagian terakhir dari seri pelajaran mengenai perkawinan-perkawinan yang dicatat dalam perjanjian lama
pendahuluan	senang	'3	corp_iWeb2012_1M	stn._806991	yahwe dan israel pemenuhan melampaui kegagalan yesaya 54 yehezkiel 24 yeremia 31 dalam susah atau <node>senang</node> pelajaran 13 <colloc span=3>pendahuluan</colloc> ini merupakan bagian terakhir dari seri pelajaran mengenai perkawinan-perkawinan yang dicatat dalam perjanjian lama
ini	senang	'4	corp_iWeb2012_1M	stn._806991	yahwe dan israel pemenuhan melampaui kegagalan yesaya 54 yehezkiel 24 yeremia 31 dalam susah atau <node>senang</node> pelajaran 13 pendahuluan <colloc span=4>ini</colloc> merupakan bagian terakhir dari seri pelajaran mengenai perkawinan-perkawinan yang dicatat dalam perjanjian lama
rasa	senang	'-1	corp_iWeb2012_1M	stn._812881	<colloc span=-1>rasa</colloc> <node>senang</node> labih memuncak lagi jika tulisan saya dibaca dan dikomentari para pembaca walau kadang ada yang menjelek-jelekan namun saya tetap berlalu dan memang itu resikonya
labih	senang	'1	corp_iWeb2012_1M	stn._812881	rasa <node>senang</node> <colloc span=1>labih</colloc> memuncak lagi jika tulisan saya dibaca dan dikomentari para pembaca walau kadang ada yang menjelek-jelekan namun saya tetap berlalu dan memang itu resikonya
memuncak	senang	'2	corp_iWeb2012_1M	stn._812881	rasa <node>senang</node> labih <colloc span=2>memuncak</colloc> lagi jika tulisan saya dibaca dan dikomentari para pembaca walau kadang ada yang menjelek-jelekan namun saya tetap berlalu dan memang itu resikonya
lagi	senang	'3	corp_iWeb2012_1M	stn._812881	rasa <node>senang</node> labih memuncak <colloc span=3>lagi</colloc> jika tulisan saya dibaca dan dikomentari para pembaca walau kadang ada yang menjelek-jelekan namun saya tetap berlalu dan memang itu resikonya
jika	senang	'4	corp_iWeb2012_1M	stn._812881	rasa <node>senang</node> labih memuncak lagi <colloc span=4>jika</colloc> tulisan saya dibaca dan dikomentari para pembaca walau kadang ada yang menjelek-jelekan namun saya tetap berlalu dan memang itu resikonya
otak	senang	'-4	corp_iWeb2012_1M	stn._828774	dapat melepaskan pelepasan endorphin dalam <colloc span=-4>otak</colloc> yang meningkatkan perasaan <node>senang</node> dan meningkatkan nafsu makan
yang	senang	'-3	corp_iWeb2012_1M	stn._828774	dapat melepaskan pelepasan endorphin dalam otak <colloc span=-3>yang</colloc> meningkatkan perasaan <node>senang</node> dan meningkatkan nafsu makan
meningkatkan	senang	'-2	corp_iWeb2012_1M	stn._828774	dapat melepaskan pelepasan endorphin dalam otak yang <colloc span=-2>meningkatkan</colloc> perasaan <node>senang</node> dan meningkatkan nafsu makan
perasaan	senang	'-1	corp_iWeb2012_1M	stn._828774	dapat melepaskan pelepasan endorphin dalam otak yang meningkatkan <colloc span=-1>perasaan</colloc> <node>senang</node> dan meningkatkan nafsu makan
dan	senang	'1	corp_iWeb2012_1M	stn._828774	dapat melepaskan pelepasan endorphin dalam otak yang meningkatkan perasaan <node>senang</node> <colloc span=1>dan</colloc> meningkatkan nafsu makan
meningkatkan	senang	'2	corp_iWeb2012_1M	stn._828774	dapat melepaskan pelepasan endorphin dalam otak yang meningkatkan perasaan <node>senang</node> dan <colloc span=2>meningkatkan</colloc> nafsu makan
nafsu	senang	'3	corp_iWeb2012_1M	stn._828774	dapat melepaskan pelepasan endorphin dalam otak yang meningkatkan perasaan <node>senang</node> dan meningkatkan <colloc span=3>nafsu</colloc> makan
makan	senang	'4	corp_iWeb2012_1M	stn._828774	dapat melepaskan pelepasan endorphin dalam otak yang meningkatkan perasaan <node>senang</node> dan meningkatkan nafsu <colloc span=4>makan</colloc>
gang-gang	senang	'-4	corp_iWeb2012_1M	stn._830005	siapa yang menyangka hirata akan mendarat di eropa menyusuri <colloc span=-4>gang-gang</colloc> di venice menikmati <node>senang</node> dan menantangnya belajar di sorbonne sementara lintang tetap mondar-mandir dengan truknya di belitong mengangkut pasir
di	senang	'-3	corp_iWeb2012_1M	stn._830005	siapa yang menyangka hirata akan mendarat di eropa menyusuri gang-gang <colloc span=-3>di</colloc> venice menikmati <node>senang</node> dan menantangnya belajar di sorbonne sementara lintang tetap mondar-mandir dengan truknya di belitong mengangkut pasir
venice	senang	'-2	corp_iWeb2012_1M	stn._830005	siapa yang menyangka hirata akan mendarat di eropa menyusuri gang-gang di <colloc span=-2>venice</colloc> menikmati <node>senang</node> dan menantangnya belajar di sorbonne sementara lintang tetap mondar-mandir dengan truknya di belitong mengangkut pasir
menikmati	senang	'-1	corp_iWeb2012_1M	stn._830005	siapa yang menyangka hirata akan mendarat di eropa menyusuri gang-gang di venice <colloc span=-1>menikmati</colloc> <node>senang</node> dan menantangnya belajar di sorbonne sementara lintang tetap mondar-mandir dengan truknya di belitong mengangkut pasir
dan	senang	'1	corp_iWeb2012_1M	stn._830005	siapa yang menyangka hirata akan mendarat di eropa menyusuri gang-gang di venice menikmati <node>senang</node> <colloc span=1>dan</colloc> menantangnya belajar di sorbonne sementara lintang tetap mondar-mandir dengan truknya di belitong mengangkut pasir
menantangnya	senang	'2	corp_iWeb2012_1M	stn._830005	siapa yang menyangka hirata akan mendarat di eropa menyusuri gang-gang di venice menikmati <node>senang</node> dan <colloc span=2>menantangnya</colloc> belajar di sorbonne sementara lintang tetap mondar-mandir dengan truknya di belitong mengangkut pasir
belajar	senang	'3	corp_iWeb2012_1M	stn._830005	siapa yang menyangka hirata akan mendarat di eropa menyusuri gang-gang di venice menikmati <node>senang</node> dan menantangnya <colloc span=3>belajar</colloc> di sorbonne sementara lintang tetap mondar-mandir dengan truknya di belitong mengangkut pasir
di	senang	'4	corp_iWeb2012_1M	stn._830005	siapa yang menyangka hirata akan mendarat di eropa menyusuri gang-gang di venice menikmati <node>senang</node> dan menantangnya belajar <colloc span=4>di</colloc> sorbonne sementara lintang tetap mondar-mandir dengan truknya di belitong mengangkut pasir
4	senang	'-4	corp_iWeb2012_1M	stn._836748	kenikmatan menggunakan kokain hanya dirasakan sebentar saja yaitu selama 1 sampai <colloc span=-4>4</colloc> menit seperti rasa <node>senang</node> riang gembira tambah pede terangsang menambah tanaga dan stamina sukses dan lain-lain
menit	senang	'-3	corp_iWeb2012_1M	stn._836748	kenikmatan menggunakan kokain hanya dirasakan sebentar saja yaitu selama 1 sampai 4 <colloc span=-3>menit</colloc> seperti rasa <node>senang</node> riang gembira tambah pede terangsang menambah tanaga dan stamina sukses dan lain-lain
seperti	senang	'-2	corp_iWeb2012_1M	stn._836748	kenikmatan menggunakan kokain hanya dirasakan sebentar saja yaitu selama 1 sampai 4 menit <colloc span=-2>seperti</colloc> rasa <node>senang</node> riang gembira tambah pede terangsang menambah tanaga dan stamina sukses dan lain-lain
rasa	senang	'-1	corp_iWeb2012_1M	stn._836748	kenikmatan menggunakan kokain hanya dirasakan sebentar saja yaitu selama 1 sampai 4 menit seperti <colloc span=-1>rasa</colloc> <node>senang</node> riang gembira tambah pede terangsang menambah tanaga dan stamina sukses dan lain-lain
riang	senang	'1	corp_iWeb2012_1M	stn._836748	kenikmatan menggunakan kokain hanya dirasakan sebentar saja yaitu selama 1 sampai 4 menit seperti rasa <node>senang</node> <colloc span=1>riang</colloc> gembira tambah pede terangsang menambah tanaga dan stamina sukses dan lain-lain
gembira	senang	'2	corp_iWeb2012_1M	stn._836748	kenikmatan menggunakan kokain hanya dirasakan sebentar saja yaitu selama 1 sampai 4 menit seperti rasa <node>senang</node> riang <colloc span=2>gembira</colloc> tambah pede terangsang menambah tanaga dan stamina sukses dan lain-lain
tambah	senang	'3	corp_iWeb2012_1M	stn._836748	kenikmatan menggunakan kokain hanya dirasakan sebentar saja yaitu selama 1 sampai 4 menit seperti rasa <node>senang</node> riang gembira <colloc span=3>tambah</colloc> pede terangsang menambah tanaga dan stamina sukses dan lain-lain
pede	senang	'4	corp_iWeb2012_1M	stn._836748	kenikmatan menggunakan kokain hanya dirasakan sebentar saja yaitu selama 1 sampai 4 menit seperti rasa <node>senang</node> riang gembira tambah <colloc span=4>pede</colloc> terangsang menambah tanaga dan stamina sukses dan lain-lain
selamanya	senang	'-4	corp_iWeb2012_1M	stn._845518	kalo lagi seneng jangan berlebihan harus tetap inget kalo gak akan ada yang bertahan <colloc span=-4>selamanya</colloc> di dunia ini <node>senang</node> dan sedih akan datang silih berganti
di	senang	'-3	corp_iWeb2012_1M	stn._845518	kalo lagi seneng jangan berlebihan harus tetap inget kalo gak akan ada yang bertahan selamanya <colloc span=-3>di</colloc> dunia ini <node>senang</node> dan sedih akan datang silih berganti
dunia	senang	'-2	corp_iWeb2012_1M	stn._845518	kalo lagi seneng jangan berlebihan harus tetap inget kalo gak akan ada yang bertahan selamanya di <colloc span=-2>dunia</colloc> ini <node>senang</node> dan sedih akan datang silih berganti
ini	senang	'-1	corp_iWeb2012_1M	stn._845518	kalo lagi seneng jangan berlebihan harus tetap inget kalo gak akan ada yang bertahan selamanya di dunia <colloc span=-1>ini</colloc> <node>senang</node> dan sedih akan datang silih berganti
dan	senang	'1	corp_iWeb2012_1M	stn._845518	kalo lagi seneng jangan berlebihan harus tetap inget kalo gak akan ada yang bertahan selamanya di dunia ini <node>senang</node> <colloc span=1>dan</colloc> sedih akan datang silih berganti
sedih	senang	'2	corp_iWeb2012_1M	stn._845518	kalo lagi seneng jangan berlebihan harus tetap inget kalo gak akan ada yang bertahan selamanya di dunia ini <node>senang</node> dan <colloc span=2>sedih</colloc> akan datang silih berganti
akan	senang	'3	corp_iWeb2012_1M	stn._845518	kalo lagi seneng jangan berlebihan harus tetap inget kalo gak akan ada yang bertahan selamanya di dunia ini <node>senang</node> dan sedih <colloc span=3>akan</colloc> datang silih berganti
datang	senang	'4	corp_iWeb2012_1M	stn._845518	kalo lagi seneng jangan berlebihan harus tetap inget kalo gak akan ada yang bertahan selamanya di dunia ini <node>senang</node> dan sedih akan <colloc span=4>datang</colloc> silih berganti
semua	senang	'-4	corp_iWeb2012_1M	stn._853117	singkat kata istri ini memang malas untuk melakukan <colloc span=-4>semua</colloc> itu keinginannya adalah <node>senang</node> tanpa harus berkeringat memang ada orang yang seperti itu
itu	senang	'-3	corp_iWeb2012_1M	stn._853117	singkat kata istri ini memang malas untuk melakukan semua <colloc span=-3>itu</colloc> keinginannya adalah <node>senang</node> tanpa harus berkeringat memang ada orang yang seperti itu
keinginannya	senang	'-2	corp_iWeb2012_1M	stn._853117	singkat kata istri ini memang malas untuk melakukan semua itu <colloc span=-2>keinginannya</colloc> adalah <node>senang</node> tanpa harus berkeringat memang ada orang yang seperti itu
adalah	senang	'-1	corp_iWeb2012_1M	stn._853117	singkat kata istri ini memang malas untuk melakukan semua itu keinginannya <colloc span=-1>adalah</colloc> <node>senang</node> tanpa harus berkeringat memang ada orang yang seperti itu
tanpa	senang	'1	corp_iWeb2012_1M	stn._853117	singkat kata istri ini memang malas untuk melakukan semua itu keinginannya adalah <node>senang</node> <colloc span=1>tanpa</colloc> harus berkeringat memang ada orang yang seperti itu
harus	senang	'2	corp_iWeb2012_1M	stn._853117	singkat kata istri ini memang malas untuk melakukan semua itu keinginannya adalah <node>senang</node> tanpa <colloc span=2>harus</colloc> berkeringat memang ada orang yang seperti itu
berkeringat	senang	'3	corp_iWeb2012_1M	stn._853117	singkat kata istri ini memang malas untuk melakukan semua itu keinginannya adalah <node>senang</node> tanpa harus <colloc span=3>berkeringat</colloc> memang ada orang yang seperti itu
memang	senang	'4	corp_iWeb2012_1M	stn._853117	singkat kata istri ini memang malas untuk melakukan semua itu keinginannya adalah <node>senang</node> tanpa harus berkeringat <colloc span=4>memang</colloc> ada orang yang seperti itu
segala	senang	'-3	corp_iWeb2012_1M	stn._876338	<colloc span=-3>segala</colloc> kejadian sedih <node>senang</node> sendiri semua campur jadi satu
kejadian	senang	'-2	corp_iWeb2012_1M	stn._876338	segala <colloc span=-2>kejadian</colloc> sedih <node>senang</node> sendiri semua campur jadi satu
sedih	senang	'-1	corp_iWeb2012_1M	stn._876338	segala kejadian <colloc span=-1>sedih</colloc> <node>senang</node> sendiri semua campur jadi satu
sendiri	senang	'1	corp_iWeb2012_1M	stn._876338	segala kejadian sedih <node>senang</node> <colloc span=1>sendiri</colloc> semua campur jadi satu
semua	senang	'2	corp_iWeb2012_1M	stn._876338	segala kejadian sedih <node>senang</node> sendiri <colloc span=2>semua</colloc> campur jadi satu
campur	senang	'3	corp_iWeb2012_1M	stn._876338	segala kejadian sedih <node>senang</node> sendiri semua <colloc span=3>campur</colloc> jadi satu
jadi	senang	'4	corp_iWeb2012_1M	stn._876338	segala kejadian sedih <node>senang</node> sendiri semua campur <colloc span=4>jadi</colloc> satu
dan	senang	'-4	corp_iWeb2012_1M	stn._881492	meski badan penat <colloc span=-4>dan</colloc> penuh keringat rona <node>senang</node> terpampang di wajah kami
penuh	senang	'-3	corp_iWeb2012_1M	stn._881492	meski badan penat dan <colloc span=-3>penuh</colloc> keringat rona <node>senang</node> terpampang di wajah kami
keringat	senang	'-2	corp_iWeb2012_1M	stn._881492	meski badan penat dan penuh <colloc span=-2>keringat</colloc> rona <node>senang</node> terpampang di wajah kami
rona	senang	'-1	corp_iWeb2012_1M	stn._881492	meski badan penat dan penuh keringat <colloc span=-1>rona</colloc> <node>senang</node> terpampang di wajah kami
terpampang	senang	'1	corp_iWeb2012_1M	stn._881492	meski badan penat dan penuh keringat rona <node>senang</node> <colloc span=1>terpampang</colloc> di wajah kami
di	senang	'2	corp_iWeb2012_1M	stn._881492	meski badan penat dan penuh keringat rona <node>senang</node> terpampang <colloc span=2>di</colloc> wajah kami
wajah	senang	'3	corp_iWeb2012_1M	stn._881492	meski badan penat dan penuh keringat rona <node>senang</node> terpampang di <colloc span=3>wajah</colloc> kami
kami	senang	'4	corp_iWeb2012_1M	stn._881492	meski badan penat dan penuh keringat rona <node>senang</node> terpampang di wajah <colloc span=4>kami</colloc>
dapat	senang	'-4	corp_iWeb2012_1M	stn._882828	pada sisi lain negara menjadi cukup tersanjung karena umat islam <colloc span=-4>dapat</colloc> dijinakkan dengan perasaan <node>senang</node>
dijinakkan	senang	'-3	corp_iWeb2012_1M	stn._882828	pada sisi lain negara menjadi cukup tersanjung karena umat islam dapat <colloc span=-3>dijinakkan</colloc> dengan perasaan <node>senang</node>
dengan	senang	'-2	corp_iWeb2012_1M	stn._882828	pada sisi lain negara menjadi cukup tersanjung karena umat islam dapat dijinakkan <colloc span=-2>dengan</colloc> perasaan <node>senang</node>
perasaan	senang	'-1	corp_iWeb2012_1M	stn._882828	pada sisi lain negara menjadi cukup tersanjung karena umat islam dapat dijinakkan dengan <colloc span=-1>perasaan</colloc> <node>senang</node>
kabar	senang	'-4	corp_iWeb2012_1M	stn._893900	misalnya lo dapet <colloc span=-4>kabar</colloc> gembira awalnya perasaan <node>senang</node> muncul dalam raut wajah lo dan sedikit demi sedikit endorphin mulai mengalir dalam otak terus dari sedikit kemudian mulai membanjiri otak
gembira	senang	'-3	corp_iWeb2012_1M	stn._893900	misalnya lo dapet kabar <colloc span=-3>gembira</colloc> awalnya perasaan <node>senang</node> muncul dalam raut wajah lo dan sedikit demi sedikit endorphin mulai mengalir dalam otak terus dari sedikit kemudian mulai membanjiri otak
awalnya	senang	'-2	corp_iWeb2012_1M	stn._893900	misalnya lo dapet kabar gembira <colloc span=-2>awalnya</colloc> perasaan <node>senang</node> muncul dalam raut wajah lo dan sedikit demi sedikit endorphin mulai mengalir dalam otak terus dari sedikit kemudian mulai membanjiri otak
perasaan	senang	'-1	corp_iWeb2012_1M	stn._893900	misalnya lo dapet kabar gembira awalnya <colloc span=-1>perasaan</colloc> <node>senang</node> muncul dalam raut wajah lo dan sedikit demi sedikit endorphin mulai mengalir dalam otak terus dari sedikit kemudian mulai membanjiri otak
muncul	senang	'1	corp_iWeb2012_1M	stn._893900	misalnya lo dapet kabar gembira awalnya perasaan <node>senang</node> <colloc span=1>muncul</colloc> dalam raut wajah lo dan sedikit demi sedikit endorphin mulai mengalir dalam otak terus dari sedikit kemudian mulai membanjiri otak
dalam	senang	'2	corp_iWeb2012_1M	stn._893900	misalnya lo dapet kabar gembira awalnya perasaan <node>senang</node> muncul <colloc span=2>dalam</colloc> raut wajah lo dan sedikit demi sedikit endorphin mulai mengalir dalam otak terus dari sedikit kemudian mulai membanjiri otak
raut	senang	'3	corp_iWeb2012_1M	stn._893900	misalnya lo dapet kabar gembira awalnya perasaan <node>senang</node> muncul dalam <colloc span=3>raut</colloc> wajah lo dan sedikit demi sedikit endorphin mulai mengalir dalam otak terus dari sedikit kemudian mulai membanjiri otak
wajah	senang	'4	corp_iWeb2012_1M	stn._893900	misalnya lo dapet kabar gembira awalnya perasaan <node>senang</node> muncul dalam raut <colloc span=4>wajah</colloc> lo dan sedikit demi sedikit endorphin mulai mengalir dalam otak terus dari sedikit kemudian mulai membanjiri otak
hasilnya	senang	'-4	corp_iWeb2012_1M	stn._902847	<colloc span=-4>hasilnya</colloc> akan timbul perasaan <node>senang</node> tenang dan bahagia
akan	senang	'-3	corp_iWeb2012_1M	stn._902847	hasilnya <colloc span=-3>akan</colloc> timbul perasaan <node>senang</node> tenang dan bahagia
timbul	senang	'-2	corp_iWeb2012_1M	stn._902847	hasilnya akan <colloc span=-2>timbul</colloc> perasaan <node>senang</node> tenang dan bahagia
perasaan	senang	'-1	corp_iWeb2012_1M	stn._902847	hasilnya akan timbul <colloc span=-1>perasaan</colloc> <node>senang</node> tenang dan bahagia
tenang	senang	'1	corp_iWeb2012_1M	stn._902847	hasilnya akan timbul perasaan <node>senang</node> <colloc span=1>tenang</colloc> dan bahagia
dan	senang	'2	corp_iWeb2012_1M	stn._902847	hasilnya akan timbul perasaan <node>senang</node> tenang <colloc span=2>dan</colloc> bahagia
bahagia	senang	'3	corp_iWeb2012_1M	stn._902847	hasilnya akan timbul perasaan <node>senang</node> tenang dan <colloc span=3>bahagia</colloc>
memang	senang	'-4	corp_iWeb2012_1M	stn._915279	<colloc span=-4>memang</colloc> benar menilai susah <node>senang</node> seseorang perlu dengan mata hati
benar	senang	'-3	corp_iWeb2012_1M	stn._915279	memang <colloc span=-3>benar</colloc> menilai susah <node>senang</node> seseorang perlu dengan mata hati
menilai	senang	'-2	corp_iWeb2012_1M	stn._915279	memang benar <colloc span=-2>menilai</colloc> susah <node>senang</node> seseorang perlu dengan mata hati
susah	senang	'-1	corp_iWeb2012_1M	stn._915279	memang benar menilai <colloc span=-1>susah</colloc> <node>senang</node> seseorang perlu dengan mata hati
seseorang	senang	'1	corp_iWeb2012_1M	stn._915279	memang benar menilai susah <node>senang</node> <colloc span=1>seseorang</colloc> perlu dengan mata hati
perlu	senang	'2	corp_iWeb2012_1M	stn._915279	memang benar menilai susah <node>senang</node> seseorang <colloc span=2>perlu</colloc> dengan mata hati
dengan	senang	'3	corp_iWeb2012_1M	stn._915279	memang benar menilai susah <node>senang</node> seseorang perlu <colloc span=3>dengan</colloc> mata hati
mata	senang	'4	corp_iWeb2012_1M	stn._915279	memang benar menilai susah <node>senang</node> seseorang perlu dengan <colloc span=4>mata</colloc> hati
hormon	senang	'-4	corp_iWeb2012_1M	stn._916939	sensasi itu kata surya winata muncul gara-gara adanya endorphin dalam tubuh suatu <colloc span=-4>hormon</colloc> yang menimbulkan perasaan <node>senang</node>
yang	senang	'-3	corp_iWeb2012_1M	stn._916939	sensasi itu kata surya winata muncul gara-gara adanya endorphin dalam tubuh suatu hormon <colloc span=-3>yang</colloc> menimbulkan perasaan <node>senang</node>
menimbulkan	senang	'-2	corp_iWeb2012_1M	stn._916939	sensasi itu kata surya winata muncul gara-gara adanya endorphin dalam tubuh suatu hormon yang <colloc span=-2>menimbulkan</colloc> perasaan <node>senang</node>
perasaan	senang	'-1	corp_iWeb2012_1M	stn._916939	sensasi itu kata surya winata muncul gara-gara adanya endorphin dalam tubuh suatu hormon yang menimbulkan <colloc span=-1>perasaan</colloc> <node>senang</node>
dapat	senang	'-4	corp_iWeb2012_1M	stn._923304	situasi emosional itu <colloc span=-4>dapat</colloc> disimpulkan sebagai perasaan <node>senang</node> atau tidak senang selama belajar
disimpulkan	senang	'-3	corp_iWeb2012_1M	stn._923304	situasi emosional itu dapat <colloc span=-3>disimpulkan</colloc> sebagai perasaan <node>senang</node> atau tidak senang selama belajar
sebagai	senang	'-2	corp_iWeb2012_1M	stn._923304	situasi emosional itu dapat disimpulkan <colloc span=-2>sebagai</colloc> perasaan <node>senang</node> atau tidak senang selama belajar
perasaan	senang	'-1	corp_iWeb2012_1M	stn._923304	situasi emosional itu dapat disimpulkan sebagai <colloc span=-1>perasaan</colloc> <node>senang</node> atau tidak senang selama belajar
atau	senang	'1	corp_iWeb2012_1M	stn._923304	situasi emosional itu dapat disimpulkan sebagai perasaan <node>senang</node> <colloc span=1>atau</colloc> tidak senang selama belajar
tidak	senang	'2	corp_iWeb2012_1M	stn._923304	situasi emosional itu dapat disimpulkan sebagai perasaan <node>senang</node> atau <colloc span=2>tidak</colloc> senang selama belajar
senang	senang	'3	corp_iWeb2012_1M	stn._923304	situasi emosional itu dapat disimpulkan sebagai perasaan <node>senang</node> atau tidak <colloc span=3>senang</colloc> selama belajar
selama	senang	'4	corp_iWeb2012_1M	stn._923304	situasi emosional itu dapat disimpulkan sebagai perasaan <node>senang</node> atau tidak senang <colloc span=4>selama</colloc> belajar
perasaan	senang	'-4	corp_iWeb2012_1M	stn._923304	situasi emosional itu dapat disimpulkan sebagai <colloc span=-4>perasaan</colloc> senang atau tidak <node>senang</node> selama belajar
senang	senang	'-3	corp_iWeb2012_1M	stn._923304	situasi emosional itu dapat disimpulkan sebagai perasaan <colloc span=-3>senang</colloc> atau tidak <node>senang</node> selama belajar
atau	senang	'-2	corp_iWeb2012_1M	stn._923304	situasi emosional itu dapat disimpulkan sebagai perasaan senang <colloc span=-2>atau</colloc> tidak <node>senang</node> selama belajar
tidak	senang	'-1	corp_iWeb2012_1M	stn._923304	situasi emosional itu dapat disimpulkan sebagai perasaan senang atau <colloc span=-1>tidak</colloc> <node>senang</node> selama belajar
selama	senang	'1	corp_iWeb2012_1M	stn._923304	situasi emosional itu dapat disimpulkan sebagai perasaan senang atau tidak <node>senang</node> <colloc span=1>selama</colloc> belajar
belajar	senang	'2	corp_iWeb2012_1M	stn._923304	situasi emosional itu dapat disimpulkan sebagai perasaan senang atau tidak <node>senang</node> selama <colloc span=2>belajar</colloc>
ada	senang	'-3	corp_iWeb2012_1M	stn._928967	<colloc span=-3>ada</colloc> sedih dan <node>senang</node> ada cinta dan benci serta ada sehat dan sakit
sedih	senang	'-2	corp_iWeb2012_1M	stn._928967	ada <colloc span=-2>sedih</colloc> dan <node>senang</node> ada cinta dan benci serta ada sehat dan sakit
dan	senang	'-1	corp_iWeb2012_1M	stn._928967	ada sedih <colloc span=-1>dan</colloc> <node>senang</node> ada cinta dan benci serta ada sehat dan sakit
ada	senang	'1	corp_iWeb2012_1M	stn._928967	ada sedih dan <node>senang</node> <colloc span=1>ada</colloc> cinta dan benci serta ada sehat dan sakit
cinta	senang	'2	corp_iWeb2012_1M	stn._928967	ada sedih dan <node>senang</node> ada <colloc span=2>cinta</colloc> dan benci serta ada sehat dan sakit
dan	senang	'3	corp_iWeb2012_1M	stn._928967	ada sedih dan <node>senang</node> ada cinta <colloc span=3>dan</colloc> benci serta ada sehat dan sakit
benci	senang	'4	corp_iWeb2012_1M	stn._928967	ada sedih dan <node>senang</node> ada cinta dan <colloc span=4>benci</colloc> serta ada sehat dan sakit
mahasiswa	senang	'-4	corp_iWeb2012_1M	stn._931346	ke dua menularkan dunia maya pada <colloc span=-4>mahasiswa</colloc> excitement atau rasa <node>senang</node> yang meluap karena mengenal system surat elektronik baru tersebut membuat aku berani berkenalan dengan banyak staf pengajar dari luar negeri
excitement	senang	'-3	corp_iWeb2012_1M	stn._931346	ke dua menularkan dunia maya pada mahasiswa <colloc span=-3>excitement</colloc> atau rasa <node>senang</node> yang meluap karena mengenal system surat elektronik baru tersebut membuat aku berani berkenalan dengan banyak staf pengajar dari luar negeri
atau	senang	'-2	corp_iWeb2012_1M	stn._931346	ke dua menularkan dunia maya pada mahasiswa excitement <colloc span=-2>atau</colloc> rasa <node>senang</node> yang meluap karena mengenal system surat elektronik baru tersebut membuat aku berani berkenalan dengan banyak staf pengajar dari luar negeri
rasa	senang	'-1	corp_iWeb2012_1M	stn._931346	ke dua menularkan dunia maya pada mahasiswa excitement atau <colloc span=-1>rasa</colloc> <node>senang</node> yang meluap karena mengenal system surat elektronik baru tersebut membuat aku berani berkenalan dengan banyak staf pengajar dari luar negeri
yang	senang	'1	corp_iWeb2012_1M	stn._931346	ke dua menularkan dunia maya pada mahasiswa excitement atau rasa <node>senang</node> <colloc span=1>yang</colloc> meluap karena mengenal system surat elektronik baru tersebut membuat aku berani berkenalan dengan banyak staf pengajar dari luar negeri
